,tick,lat,lng,trip_no,mercato_x,mercato_y
124,1561947190.0,50.92722,6.93333,1,771814.7651017274,6608429.86661444
125,1561947200.0,50.927,6.93282,1,771757.992161423,6608391.012170507
126,1561947210.0,50.92695,6.93272,1,771746.8602123435,6608382.181640689
127,1561947220.0,50.92687,6.93249,1,771721.2567294611,6608368.052812733
128,1561947230.0,50.92675,6.93226,1,771695.6532465786,6608346.859616356
129,1561947240.0,50.92648,6.93182,1,771646.6726706296,6608299.175124386
130,1561947250.0,50.9264,6.93168,1,771631.0879419185,6608285.0464391755
131,1561947260.0,50.92627,6.93137,1,771596.5788997726,6608262.08737753
132,1561947270.0,50.92586,6.93021,1,771467.4482904525,6608189.67844953
133,1561947280.0,50.92581,6.93007,1,771451.8635617413,6608180.848136117
134,1561947290.0,50.92575,6.9299,1,771432.9392483064,6608170.251772545
135,1561947300.0,50.92564,6.9297,1,771410.675350148,6608150.825141496
136,1561947310.0,50.92512,6.93003,1,771447.4107821097,6608058.990780181
137,1561947320.0,50.92493,6.92965,1,771405.1093756082,6608025.4361734465
138,1561947330.0,50.92468,6.92907,1,771340.5440709481,6607981.285583901
139,1561947340.0,50.92436,6.92819,1,771242.58291905,6607924.773175485
140,1561947350.0,50.92404,6.92712,1,771123.4710639012,6607868.261155783
141,1561947360.0,50.92394,6.92674,1,771081.1696573998,6607850.60122934
142,1561947370.0,50.92356,6.92561,1,770955.3786328033,6607783.49385505
143,1561947380.0,50.92311,6.92421,1,770799.5313456928,6607704.025304889
144,1561947390.0,50.92282,6.9234,1,770709.3625581502,6607652.8126465175
145,1561947400.0,50.92269,6.92306,1,770671.5139312806,6607629.855351558
146,1561947410.0,50.92242,6.92233,1,770590.2507030014,6607582.175020841
147,1561947420.0,50.92224,6.92181,1,770532.3645677889,6607550.3882874185
148,1561947430.0,50.92197,6.92101,1,770443.3089751543,6607502.708417865
149,1561947440.0,50.92147,6.91968,1,770295.2540523992,6607414.413093768
150,1561947450.0,50.92128,6.91907,1,770227.3491630154,6607380.861119402
151,1561947460.0,50.92055,6.91636,1,769925.6733429655,6607251.952176558
152,1561947470.0,50.92037,6.91563,1,769844.4101146865,6607220.1667206595
153,1561946820.0,50.94758,6.95806,2,774567.6961090451,6612026.464508167
154,1561946825.0,50.94893,6.95845,2,774611.1107104544,6612264.997947898
155,1561946830.0,50.94933,6.95858,2,774625.5822442576,6612335.675853084
156,1561946835.0,50.95011,6.95893,2,774664.5440660352,6612473.499517636
157,1561946840.0,50.9501,6.95908,2,774681.2419896543,6612471.732532939
158,1561946845.0,50.95013,6.95909,2,774682.3551845622,6612477.033488161
159,1561946850.0,50.95015,6.95912,2,774685.694769286,6612480.567460211
160,1561946855.0,50.95016,6.95938,2,774714.6378368923,6612482.334446809
161,1561946860.0,50.95018,6.95953,2,774731.3357605112,6612485.86842114
162,1561946865.0,50.95029,6.95977,2,774758.0524383016,6612505.305307141
163,1561946870.0,50.9503,6.95977,2,774758.0524383016,6612507.072299057
164,1561946875.0,50.95037,6.95966,2,774745.8072943144,6612519.441253123
165,1561946880.0,50.95063,6.95949,2,774726.8829808794,6612565.383245602
166,1561946885.0,50.95067,6.95931,2,774706.8454725367,6612572.451267257
167,1561946890.0,50.95079,6.95875,2,774644.5065576925,6612593.655368718
168,1561946895.0,50.95079,6.95865,2,774633.3746086131,6612593.655368718
169,1561946900.0,50.95069,6.95843,2,774608.8843206386,6612575.985280369
170,1561946905.0,50.95068,6.95832,2,774596.6391766513,6612574.218273623
171,1561946910.0,50.95037,6.95833,2,774597.7523715593,6612519.441253123
172,1561946915.0,50.95037,6.95828,2,774592.1863970197,6612519.441253123
173,1561946920.0,50.95046,6.9581,2,774572.1488886769,6612535.344221438
174,1561946820.0,50.95019,6.95694,3,774443.0182793568,6612487.635408874
175,1561946831.0,50.94933,6.95689,3,774437.4523048169,6612335.675853084
176,1561946842.0,50.94909,6.9569,3,774438.5654997249,6612293.269036985
177,1561946853.0,50.94924,6.95662,3,774407.3960423027,6612319.773271388
178,1561946864.0,50.94937,6.9564,3,774382.9057543284,6612342.743677054
179,1561946875.0,50.94944,6.95625,3,774366.2078307093,6612355.112383642
180,1561946886.0,50.94985,6.95461,3,774183.6438658083,6612427.5580391325
181,1561946897.0,50.94982,6.95445,3,774165.8327472814,6612422.257115846
182,1561946908.0,50.94961,6.95384,3,774097.9278578975,6612385.15074861
183,1561946919.0,50.94928,6.95287,3,773989.947951828,6612326.841081671
184,1561946930.0,50.94883,6.95163,3,773851.9117832443,6612247.328566633
185,1561946941.0,50.94837,6.95038,3,773712.7624197528,6612166.049902439
186,1561946952.0,50.94773,6.94874,3,773530.1984548518,6612052.967881584
187,1561946963.0,50.94696,6.94685,3,773319.8046172526,6611916.918138667
188,1561946974.0,50.94651,6.94574,3,773196.2399824719,6611837.409592011
189,1561946985.0,50.946,6.9446,3,773069.3357629677,6611747.300836242
190,1561946996.0,50.94544,6.94336,3,772931.299594384,6611648.359027426
191,1561947007.0,50.94536,6.94312,3,772904.5829165936,6611634.224580609
192,1561947018.0,50.94533,6.94282,3,772871.1870693556,6611628.924169319
193,1561947029.0,50.9453,6.9427,3,772857.8287304605,6611623.623761455
194,1561947040.0,50.94526,6.94259,3,772845.5835864731,6611616.556556286
195,1561947051.0,50.94519,6.94248,3,772833.3384424858,6611604.188961876
196,1561947062.0,50.94459,6.94191,3,772769.8863327337,6611498.181773685
197,1561947073.0,50.94454,6.94189,3,772767.6599429178,6611489.347903092
198,1561947084.0,50.94387,6.94127,3,772698.641858626,6611370.974953809
199,1561947095.0,50.94318,6.94059,3,772622.9446048866,6611249.070266728
200,1561947106.0,50.94312,6.9405,3,772612.9258507153,6611238.469944662
201,1561947117.0,50.94306,6.94044,3,772606.2466812676,6611227.869636272
202,1561947128.0,50.943,6.94039,3,772600.6807067279,6611217.269341562
203,1561947139.0,50.94286,6.94034,3,772595.1147321883,6611192.53537378
204,1561947150.0,50.94279,6.94035,3,772596.2279270962,6611180.168417819
205,1561947161.0,50.94264,6.94041,3,772602.9070965438,6611153.667860599
206,1561947172.0,50.94254,6.94043,3,772605.1334863597,6611136.000869955
207,1561947183.0,50.94231,6.9404,3,772601.7939016359,6611095.366935679
208,1561947194.0,50.94197,6.94034,3,772595.1147321883,6611035.29974887
209,1561947205.0,50.94157,6.94024,3,772583.982783109,6610964.63303265
210,1561947216.0,50.94152,6.94028,3,772588.4355627407,6610955.79973587
211,1561947227.0,50.94125,6.94021,3,772580.6431983851,6610908.100097408
212,1561947238.0,50.94034,6.93997,3,772553.9265205947,6610747.336689287
213,1561947249.0,50.93928,6.93971,3,772524.9834529886,6610560.077785317
214,1561947260.0,50.93918,6.93963,3,772516.0778937251,6610542.412071343
215,1561947271.0,50.93879,6.9395,3,772501.6063599219,6610473.5161498515
216,1561947282.0,50.93826,6.93936,3,772486.0216312108,6610379.889285344
217,1561947293.0,50.93826,6.93963,3,772516.0778937251,6610379.889285344
218,1561947304.0,50.93827,6.93992,3,772548.3605460551,6610381.655820083
219,1561946880.0,50.96842,6.97777,4,776761.8032725805,6615709.486320476
220,1561946887.0,50.96779,6.97808,4,776796.3123147264,6615598.123152252
221,1561946894.0,50.96774,6.97807,4,776795.1991198185,6615589.284870262
222,1561946901.0,50.9676,6.97744,4,776725.0678406187,6615564.537731302
223,1561946908.0,50.96757,6.97725,4,776703.917137368,6615559.234782654
224,1561946915.0,50.96796,6.97707,4,776683.8796290254,6615628.173382186
225,1561946922.0,50.96816,6.97697,4,776672.7476799459,6615663.52673467
226,1561946929.0,50.96885,6.97651,4,776621.540714181,6615785.4969692575
227,1561946936.0,50.96898,6.97642,4,776611.5219600097,6615808.477071364
228,1561946943.0,50.96905,6.97665,4,776637.1254428921,6615820.850999141
229,1561946950.0,50.96917,6.9771,4,776687.219213749,6615842.063490146
230,1561946957.0,50.96936,6.97802,4,776789.6331452788,6615875.650046309
231,1561946964.0,50.96951,6.9787,4,776865.3303990182,6615902.165845595
232,1561946971.0,50.96954,6.97885,4,776882.0283226373,6615907.469015727
233,1561946978.0,50.96993,6.97998,4,777007.8193472337,6615976.410539155
234,1561946985.0,50.96994,6.98029,4,777042.3283893795,6615978.178278133
235,1561946992.0,50.96993,6.98103,4,777124.7048125665,6615976.410539155
236,1561946999.0,50.96976,6.98321,4,777367.3813024958,6615946.359034694
237,1561947006.0,50.96972,6.98382,4,777435.2861918798,6615939.288108452
238,1561947013.0,50.96958,6.98529,4,777598.9258433459,6615914.539914566
239,1561947020.0,50.96955,6.98576,4,777651.2460040187,6615909.236739863
240,1561947027.0,50.96956,6.98608,4,777686.8682410726,6615911.004464385
241,1561947034.0,50.96961,6.9866,4,777744.7543762851,6615919.84309269
242,1561947041.0,50.96966,6.98698,4,777787.0557827866,6615928.681730512
243,1561947048.0,50.96961,6.98738,4,777831.5835791038,6615919.84309269
244,1561947055.0,50.9696,6.98773,4,777870.5454008816,6615918.075366269
245,1561947062.0,50.96963,6.98814,4,777916.1863921067,6615923.378546677
246,1561947069.0,50.96901,6.98836,4,777940.6766800813,6615813.780180983
247,1561947076.0,50.96896,6.98841,4,777946.242654621,6615804.941666854
248,1561947083.0,50.96804,6.98872,4,777980.7516967668,6615642.314704913
249,1561947090.0,50.96768,6.9889,4,778000.7892051097,6615578.678944431
250,1561947097.0,50.96733,6.98915,4,778028.619077808,6615516.81131679
251,1561947104.0,50.96723,6.98924,4,778038.6378319793,6615499.134937367
252,1561947111.0,50.96717,6.98914,4,778027.5058829,6615488.529127981
253,1561947118.0,50.96706,6.98921,4,778035.2982472555,6615469.085179684
254,1561947125.0,50.96693,6.98927,4,778041.9774167031,6615446.106027429
255,1561947132.0,50.96664,6.98946,4,778063.1281199539,6615394.845073361
256,1561947139.0,50.96644,6.98964,4,778083.1656282967,6615359.4928777
257,1561947146.0,50.96629,6.98982,4,778103.2031366394,6615332.9788308395
258,1561947153.0,50.96607,6.99012,4,778136.5989838775,6615294.091716985
259,1561947160.0,50.96589,6.99057,4,778186.6927547344,6615262.275124448
260,1561947167.0,50.96576,6.99101,4,778235.6733306835,6615239.296550953
261,1561947174.0,50.96515,6.99299,4,778456.0859224541,6615131.474872569
262,1561947181.0,50.96497,6.99357,4,778520.6512271143,6615099.658910135
263,1561947188.0,50.96495,6.9937,4,778535.1227609173,6615096.123810811
264,1561947195.0,50.96491,6.99377,4,778542.9151252728,6615089.05361672
265,1561947202.0,50.96475,6.99427,4,778598.5748706696,6615060.772901238
266,1561947209.0,50.96428,6.9958,4,778768.8936915832,6614977.698862817
267,1561947216.0,50.96392,6.99697,4,778899.1374958113,6614914.068252872
268,1561947223.0,50.96378,6.99742,4,778949.2312666683,6614889.32314883
269,1561947230.0,50.96372,6.99764,4,778973.7215546429,6614878.718127068
270,1561947237.0,50.9637,6.99775,4,778985.9666986301,6614875.183122862
271,1561947244.0,50.96364,6.99788,4,779000.4382324333,6614864.578119362
272,1561947251.0,50.9635,6.99831,4,779048.3056134743,6614839.833164464
273,1561947258.0,50.96336,6.99877,4,779099.5125792393,6614815.088284129
274,1561947265.0,50.96329,6.99911,4,779137.3612061089,6614802.715871932
275,1561947272.0,50.96306,6.9999,4,779225.3036038356,6614762.0637916615
276,1561947279.0,50.96289,7.0003,4,779269.831400153,6614732.016731251
277,1561947286.0,50.96275,7.00077,4,779322.1515608259,6614707.272175817
278,1561947293.0,50.96244,7.00192,4,779450.1689752381,6614652.480925576
279,1561947300.0,50.96201,7.0036,4,779637.1857197707,6614576.480764365
280,1561947307.0,50.96201,7.00374,4,779652.7704484818,6614576.480764365
281,1561947314.0,50.96204,7.00386,4,779666.1287873772,6614581.783078372
282,1561947321.0,50.96192,7.00391,4,779671.6947619168,6614560.573842899
283,1561947328.0,50.96195,7.00395,4,779676.1475415484,6614565.876146635
284,1561947335.0,50.96198,7.00415,4,779698.411439707,6614571.178453788
285,1561947342.0,50.962,7.00423,4,779707.3169989706,6614574.713327127
286,1561947349.0,50.96211,7.00434,4,779719.5621429578,6614594.155157693
287,1561947356.0,50.96205,7.00449,4,779736.2600665768,6614583.5505171325
288,1561947363.0,50.96198,7.00448,4,779735.1468716689,6614571.178453788
289,1561947370.0,50.96127,7.00407,4,779689.5058804435,6614445.691436094
290,1561947377.0,50.96119,7.00453,4,779740.7128462085,6614431.552174033
291,1561947384.0,50.96109,7.00506,4,779799.712176329,6614413.878130683
292,1561947391.0,50.961,7.0051,4,779804.1649559606,6614397.971524196
293,1561947398.0,50.96093,7.00504,4,779797.4857865131,6614385.599740453
294,1561947405.0,50.96083,7.00501,4,779794.1462017894,6614367.925796012
295,1561947412.0,50.9607,7.00518,4,779813.0705152241,6614344.949725105
296,1561947419.0,50.96035,7.00547,4,779845.3531675542,6614283.09139219
297,1561947426.0,50.96001,7.00572,4,779873.1830402525,6614223.00088641
298,1561947433.0,50.95913,7.00631,4,779938.8615398206,6614067.474560345
299,1561947440.0,50.95877,7.00649,4,779958.8990481633,6614003.851003194
300,1561947447.0,50.9583,7.0067,4,779982.27614123,6613920.787656561
301,1561947454.0,50.95813,7.00676,4,779988.9553106775,6613890.743674257
302,1561947461.0,50.95796,7.00678,4,779991.1817004934,6613860.699801876
303,1561947468.0,50.95785,7.00678,4,779991.1817004934,6613841.2597077275
304,1561947475.0,50.95776,7.00673,4,779985.6157259537,6613825.354210381
305,1561947482.0,50.95767,7.00669,4,779981.162946322,6613809.448743841
306,1561947489.0,50.95761,7.00669,4,779981.162946322,6613798.845116594
307,1561947496.0,50.95757,7.00671,4,779983.3893361379,6613791.77603937
308,1561947503.0,50.95714,7.00721,4,780039.0490815345,6613715.783843531
309,1561947510.0,50.95708,7.0074,4,780060.1997847852,6613705.180337226
310,1561947517.0,50.95708,7.00746,4,780066.8789542328,6613705.180337226
311,1561947524.0,50.9565,7.00875,4,780210.4810973561,6613602.680482145
312,1561947531.0,50.95578,7.01038,4,780391.9318673491,6613475.441062536
313,1561947538.0,50.95554,7.01089,4,780448.7048076538,6613433.028360759
314,1561947545.0,50.95537,7.01131,4,780495.458993787,6613402.986162858
315,1561947552.0,50.95527,7.01156,4,780523.2888664852,6613385.314333082
316,1561947559.0,50.95508,7.01194,4,780565.5902729867,6613351.737961263
317,1561947566.0,50.95502,7.01213,4,780586.7409762375,6613341.1349249985
318,1561947573.0,50.955,7.01222,4,780596.7597304088,6613337.600582622
319,1561947580.0,50.95498,7.01235,4,780611.2312642118,6613334.066241764
320,1561947587.0,50.95489,7.01233,4,780609.0048743961,6613318.161726727
321,1561947594.0,50.95481,7.01231,4,780606.7784845802,6613304.024405882
322,1561947601.0,50.95468,7.01229,4,780604.5520947643,6613281.051311423
323,1561947608.0,50.95454,7.01231,4,780606.7784845802,6613256.311127714
324,1561947615.0,50.95446,7.01236,4,780612.3444591198,6613242.173913346
325,1561947622.0,50.9544,7.01248,4,780625.7027980151,6613231.571018538
326,1561947629.0,50.95439,7.01261,4,780640.1743318181,6613229.803870734
327,1561947636.0,50.95432,7.01368,4,780759.2861869669,6613217.433846761
328,1561947643.0,50.95432,7.01375,4,780767.0785513226,6613217.433846761
329,1561947650.0,50.95422,7.01374,4,780765.9653564147,6613199.762416255
330,1561947657.0,50.95401,7.01373,4,780764.8521615067,6613162.652535967
331,1561947664.0,50.95357,7.01368,4,780759.2861869669,6613084.899044834
332,1561947671.0,50.95334,7.01369,4,780760.399381875,6613044.255467444
333,1561947678.0,50.95323,7.01372,4,780763.7389665988,6613024.817305877
334,1561947685.0,50.9531,7.01379,4,780771.5313309543,6613001.84499244
335,1561947120.0,50.9227,6.96167,5,774969.5594708088,6607631.62129505
336,1561947133.0,50.92329,6.96161,5,774962.8803013613,6607735.8126327135
337,1561947146.0,50.92329,6.96156,5,774957.3143268216,6607735.8126327135
338,1561947159.0,50.92351,6.96044,5,774832.6364971332,6607774.663978184
339,1561947172.0,50.92343,6.96035,5,774822.6177429617,6607760.53619494
340,1561947185.0,50.92338,6.96027,5,774813.7121836982,6607751.706342745
341,1561947198.0,50.92325,6.95954,5,774732.4489554191,6607728.748771463
342,1561947211.0,50.92314,6.959,5,774672.3364303907,6607709.323184318
343,1561947224.0,50.92329,6.95891,5,774662.3176762194,6607735.8126327135
344,1561947237.0,50.92359,6.95882,5,774652.2989220481,6607788.791785718
345,1561947250.0,50.92451,6.95862,5,774630.0350238894,6607951.263318533
346,1561947263.0,50.9257,6.95829,5,774593.2995919276,6608161.421480011
347,1561947276.0,50.92651,6.95806,5,774567.6961090451,6608304.473387604
348,1561947289.0,50.92645,6.95794,5,774554.3377701499,6608293.876864582
349,1561947302.0,50.92645,6.95782,5,774540.9794312547,6608293.876864582
350,1561947315.0,50.92655,6.95494,5,774220.37929777,6608311.537743873
351,1561947328.0,50.92657,6.95485,5,774210.3605435988,6608315.069924291
352,1561947341.0,50.92667,6.95469,5,774192.5494250718,6608332.730849139
353,1561947354.0,50.92774,6.95316,5,774022.230604158,6608521.705121503
354,1561947367.0,50.92806,6.9524,5,773937.6277911551,6608578.221636129
355,1561947380.0,50.92813,6.95225,5,773920.9298675363,6608590.584675528
356,1561947393.0,50.92857,6.95097,5,773778.4409193208,6608668.295634915
357,1561947406.0,50.92881,6.95022,5,773694.9513012258,6608710.683740773
358,1561947419.0,50.9288,6.95018,5,773690.4985215941,6608708.917565325
359,1561947432.0,50.92877,6.95015,5,773687.1589368703,6608703.619041273
360,1561947445.0,50.92896,6.94974,5,773641.5179456451,6608737.1764179915
361,1561947458.0,50.92945,6.95042,5,773717.2151993846,6608823.7197589595
362,1561947471.0,50.9299,6.95106,5,773788.4596734922,6608903.199140491
363,1561947484.0,50.92963,6.95152,5,773839.6666392571,6608855.511419302
364,1561947420.0,50.98433,6.94733,6,773373.2379728333,6618522.349105438
365,1561947432.0,50.98406,6.94752,6,773394.388676084,6618474.605493377
366,1561947444.0,50.98404,6.94747,6,773388.8227015444,6618471.068940566
367,1561947456.0,50.98402,6.94741,6,773382.1435320968,6618467.5323892785
368,1561947468.0,50.98394,6.94747,6,773388.8227015444,6618453.386199365
369,1561947480.0,50.98375,6.94758,6,773401.0678455316,6618419.789096029
370,1561947492.0,50.98356,6.94765,6,773408.8602098871,6618386.192130192
371,1561947504.0,50.98322,6.94769,6,773413.3129895187,6618326.07158714
372,1561947516.0,50.98178,6.94783,6,773428.8977182299,6618071.448286088
373,1561947528.0,50.98151,6.94788,6,773434.4636927695,6618023.707296353
374,1561947540.0,50.98123,6.94789,6,773435.5768876775,6617974.198415067
375,1561947552.0,50.98065,6.94803,6,773451.1616163886,6617871.645253631
