tick,merged_mrx,merged_mry,merged_lat,merged_lng
"1561947625,""['780631.9048839307', '773666.1937661042', '774530.8215277198', '774960.6539115454']"",""['6613230.813669479', '6617010.30825916', '6613752.012620327', '6616737.899335095']"",""['50.95439571428571', '50.97577833333334', '50.957345', '50.9742375']"",""['7.012535714285714', '6.949961666666667', '6.95772875', '6.96159']"""
"1561947626,""['780633.9722459025', '773668.6056884048', '774531.7955732644', '774947.0729336686']"",""['6613230.561219793', '6617001.173842681', '6613759.965313377', '6616737.810939962']"",""['50.95439428571429', '50.97572666666667', '50.95739', '50.974237']"",""['7.012554285714286', '6.949983333333333', '6.9577375', '6.961468']"""
"1561947627,""['780636.0396078744', '773671.0176107052', '774532.7696188088', '774933.4919557918']"",""['6613230.308770106', '6616992.039426202', '6613767.918006428', '6616737.722544829']"",""['50.95439285714286', '50.975675', '50.957435', '50.9742365']"",""['7.012572857142857', '6.950005', '6.9577462500000005', '6.961346']"""
"1561947628,""['780638.1069698463', '773673.4295330058', '774533.7436643532', '774919.910977915']"",""['6613230.0563204205', '6616982.905009722', '6613775.870699478', '6616737.634149696']"",""['50.95439142857143', '50.97562333333333', '50.95748', '50.974236']"",""['7.012591428571429', '6.950026666666666', '6.957755000000001', '6.9612240000000005']"""
"1561947629,""['780640.1743318181', '773675.8414553063', '774534.7177098977', '774906.3300000383']"",""['6613229.803870734', '6616973.770593243', '6613783.823392528', '6616737.545754563']"",""['50.95439', '50.97557166666667', '50.957525', '50.9742355']"",""['7.01261', '6.950048333333333', '6.95776375', '6.961102']"""
"1561947630,""['780657.1903111251', '773678.2533776069', '774535.6917554421', '774892.7490221616']"",""['6613228.036724452', '6616964.636176763', '6613791.776085579', '6616737.457359429']"",""['50.95438', '50.97552', '50.95757', '50.974235']"",""['7.012762857142857', '6.95007', '6.9577725', '6.96098']"""
"1561947631,""['780674.206290432', '773680.6652999073', '774536.6658009866', '774879.1680442848']"",""['6613226.26957817', '6616955.5017602835', '6613799.728778629', '6616737.368964297']"",""['50.95437', '50.97546833333333', '50.957615', '50.9742345']"",""['7.012915714285714', '6.950091666666666', '6.95778125', '6.960858']"""
"1561947632,""['780691.222269739', '773683.0772222078', '774537.639846531', '774865.587066408']"",""['6613224.502431888', '6616946.367343804', '6613807.681471679', '6616737.280569164']"",""['50.95436', '50.97541666666667', '50.95766', '50.974234']"",""['7.013068571428571', '6.950113333333333', '6.95779', '6.960736']"""
"1561947633,""['780708.238249046', '773685.4891445084', '774538.196443985', '774852.0060885312']"",""['6613222.735285606', '6616937.232927324', '6613811.436931482', '6616737.1921740305']"",""['50.95435', '50.975365', '50.95768125', '50.9742335']"",""['7.013221428571429', '6.9501349999999995', '6.957795', '6.9606140000000005']"""
"1561947634,""['780725.254228353', '773687.9010668088', '774538.7530414389', '774838.4251106544']"",""['6613220.968139324', '6616928.098510846', '6613815.192391284', '6616737.103778898']"",""['50.95434', '50.97531333333333', '50.957702499999996', '50.974233']"",""['7.013374285714286', '6.9501566666666665', '6.957800000000001', '6.960492']"""
"1561947635,""['780742.2702076599', '773690.3129891094', '774539.3096388929', '774824.8441327777']"",""['6613219.200993042', '6616918.964094366', '6613818.947851086', '6616737.015383765']"",""['50.95433', '50.97526166666666', '50.95772375', '50.9742325']"",""['7.013527142857143', '6.950178333333333', '6.9578050000000005', '6.96037']"""
"1561947636,""['780759.2861869669', '773692.7249114099', '774539.8662363468', '774811.2631549009']"",""['6613217.433846761', '6616909.829677886', '6613822.703310888', '6616736.9269886315']"",""['50.95432', '50.97521', '50.957745', '50.974232']"",""['7.01368', '6.9502', '6.95781', '6.960248']"""
"1561947637,""['780759.763270499', '773694.3947037718', '774540.4228338008', '774797.6821770241']"",""['6613216.171601725', '6616904.378551964', '6613826.458770691', '6616736.838593499']"",""['50.95431285714286', '50.97517916666666', '50.95776625', '50.9742315']"",""['7.013684285714286', '6.950215', '6.957815', '6.960126']"""
"1561947638,""['780760.2403540309', '773696.0644961337', '774540.9794312548', '774784.1011991473']"",""['6613214.909356688', '6616898.927426042', '6613830.214230494', '6616736.750198366']"",""['50.95430571428572', '50.97514833333333', '50.9577875', '50.974230999999996']"",""['7.013688571428571', '6.9502299999999995', '6.95782', '6.9600040000000005']"""
"1561947639,""['780760.7174375629', '773697.7342884956', '774541.5360287087', '774770.5202212705']"",""['6613213.647111652', '6616893.476300119', '6613833.969690296', '6616736.6618032325']"",""['50.95429857142857', '50.975117499999996', '50.95780875', '50.9742305']"",""['7.013692857142857', '6.950245', '6.957825000000001', '6.959882']"""
"1561947640,""['780761.1945210949', '773699.4040808575', '774542.0926261627', '774756.9392433937']"",""['6613212.384866616', '6616888.025174197', '6613837.725150098', '6616736.5734081']"",""['50.95429142857143', '50.97508666666666', '50.95783', '50.97423']"",""['7.013697142857143', '6.95026', '6.95783', '6.95976']"""
"1561947641,""['780761.6716046268', '773701.0738732194', '774542.5100742532', '774746.3638917684']"",""['6613211.12262158', '6616882.574048274', '6613845.898845396', '6616736.043037532']"",""['50.95428428571429', '50.97505583333333', '50.95787625', '50.974227']"",""['7.013701428571428', '6.9502749999999995', '6.957833750000001', '6.959665']"""
"1561947642,""['780762.1486881588', '773702.7436655813', '774542.9275223436', '774735.7885401429']"",""['6613209.860376543', '6616877.122922352', '6613854.072540694', '6616735.512666963']"",""['50.954277142857144', '50.975025', '50.9579225', '50.974224']"",""['7.013705714285714', '6.95029', '6.9578375', '6.95957']"""
"1561947643,""['780762.6257716909', '773704.4134579432', '774543.3449704341', '774725.2131885176']"",""['6613208.598131508', '6616871.67179643', '6613862.246235992', '6616734.982296394']"",""['50.95427', '50.97499416666667', '50.95796875', '50.974221']"",""['7.01371', '6.950305', '6.95784125', '6.959475']"""
"1561947644,""['780763.1028552228', '773706.0832503051', '774543.7624185246', '774714.6378368923']"",""['6613207.335886472', '6616866.220670507', '6613870.41993129', '6616734.451925826']"",""['50.95426285714286', '50.974963333333335', '50.958015', '50.974218']"",""['7.013714285714286', '6.95032', '6.957845000000001', '6.95938']"""
"1561947645,""['780763.5799387548', '773707.753042667', '774544.179866615', '774704.062485267']"",""['6613206.073641435', '6616860.769544585', '6613878.593626588', '6616733.921555258']"",""['50.954255714285715', '50.9749325', '50.95806125', '50.974215']"",""['7.013718571428572', '6.950335', '6.95784875', '6.9592849999999995']"""
"1561947646,""['780764.0570222867', '773709.422835029', '774544.5973147055', '774693.4871336415']"",""['6613204.8113963995', '6616855.318418663', '6613886.767321886', '6616733.3911846895']"",""['50.95424857142857', '50.97490166666667', '50.9581075', '50.974212']"",""['7.013722857142858', '6.95035', '6.9578525', '6.9591899999999995']"""
"1561947647,""['780764.5341058187', '773711.0926273909', '774545.0147627959', '774682.9117820162']"",""['6613203.549151363', '6616849.86729274', '6613894.9410171835', '6616732.860814121']"",""['50.95424142857143', '50.974870833333334', '50.95815375', '50.974209']"",""['7.013727142857143', '6.950365', '6.95785625', '6.959095']"""
"1561947648,""['780765.0111893507', '773712.7624197528', '774545.4322108864', '774672.3364303908']"",""['6613202.286906327', '6616844.416166818', '6613903.114712481', '6616732.330443553']"",""['50.954234285714286', '50.97484', '50.9582', '50.974206']"",""['7.013731428571429', '6.95038', '6.95786', '6.959']"""
"1561947649,""['780765.4882728826', '773714.24667963', '774548.2151981562', '774661.7610787654']"",""['6613201.02466129', '6616837.63915191', '6613941.554044206', '6616731.800072985']"",""['50.95422714285714', '50.974801666666664', '50.958417499999996', '50.974203']"",""['7.013735714285715', '6.950393333333333', '6.957885', '6.958905']"""
"1561947650,""['780765.9653564147', '773715.7309395073', '774550.998185426', '774651.18572714']"",""['6613199.762416255', '6616830.862137002', '6613979.99337593', '6616731.269702416']"",""['50.95422', '50.974763333333335', '50.958635', '50.9742']"",""['7.01374', '6.950406666666667', '6.95791', '6.95881']"""
"1561947651,""['780765.8063285707', '773717.2151993845', '774553.7811726959', '774631.3708577788']"",""['6613194.461004785', '6616824.085122094', '6614018.432707654', '6616730.562542191']"",""['50.95419', '50.974725', '50.9588525', '50.974196000000006']"",""['7.013738571428572', '6.95042', '6.957935', '6.958632']"""
"1561947652,""['780765.6473007266', '773718.6994592617', '774556.5641599657', '774611.5559884176']"",""['6613189.159593315', '6616817.308107186', '6614056.872039378', '6616729.855381966']"",""['50.95416', '50.97468666666666', '50.95907', '50.974192']"",""['7.013737142857143', '6.950433333333334', '6.95796', '6.958454']"""
"1561947653,""['780765.4882728826', '773720.183719139', '774559.3471472355', '774591.7411190565']"",""['6613183.858181845', '6616810.531092279', '6614095.311371102', '6616729.1482217405']"",""['50.95413', '50.974648333333334', '50.9592875', '50.974188']"",""['7.013735714285715', '6.950446666666667', '6.957985', '6.958276']"""
"1561947654,""['780765.3292450387', '773721.6679790162', '774562.1301345055', '774571.9262496952']"",""['6613178.556770376', '6616803.75407737', '6614133.750702826', '6616728.441061515']"",""['50.9541', '50.97461', '50.959505', '50.974184']"",""['7.0137342857142855', '6.95046', '6.95801', '6.958098']"""
"1561947655,""['780765.1702171947', '773723.1522388936', '774564.9131217753', '774552.111380334']"",""['6613173.255358906', '6616796.977062462', '6614172.190034551', '6616727.73390129']"",""['50.954069999999994', '50.97457166666666', '50.959722500000005', '50.974180000000004']"",""['7.013732857142857', '6.950473333333333', '6.958035', '6.95792']"""
"1561947656,""['780765.0111893506', '773724.6364987708', '774567.6961090451', '774532.2965109728']"",""['6613167.953947436', '6616790.200047554', '6614210.629366275', '6616727.026741065']"",""['50.95404', '50.97453333333333', '50.95994', '50.974176']"",""['7.013731428571428', '6.9504866666666665', '6.95806', '6.957742']"""
"1561947657,""['780764.8521615067', '773726.120758648', '774574.9318759466', '774512.4816416116']"",""['6613162.652535967', '6616783.423032647', '6614209.966606981', '6616726.31958084']"",""['50.95401', '50.974495', '50.959936250000005', '50.974171999999996']"",""['7.01373', '6.9505', '6.958125', '6.957564']"""
"1561947658,""['780764.0570222867', '773727.6050185253', '774582.1676428482', '774492.6667722504']"",""['6613151.544894376', '6616776.646017739', '6614209.303847687', '6616725.612420615']"",""['50.95394714285714', '50.97445666666666', '50.9599325', '50.974168']"",""['7.013722857142857', '6.950513333333333', '6.95819', '6.957386']"""
"1561947659,""['780763.2618830667', '773729.0892784025', '774589.4034097497', '774472.8519028892']"",""['6613140.437252786', '6616769.86900283', '6614208.6410883935', '6616724.90526039']"",""['50.95388428571428', '50.97441833333333', '50.95992875', '50.974164']"",""['7.0137157142857145', '6.950526666666667', '6.958255', '6.957208']"""
"1561947660,""['780762.4667438468', '773730.5735382797', '774596.6391766514', '774453.037033528']"",""['6613129.329611195', '6616763.091987923', '6614207.9783291', '6616724.1981001645']"",""['50.95382142857142', '50.97438', '50.959925', '50.97416']"",""['7.013708571428571', '6.95054', '6.9583200000000005', '6.95703']"""
"1561947661,""['780761.6716046268', '773731.9650319146', '774603.8749435529', '774442.7399806296']"",""['6613118.221969605', '6616757.935608505', '6614207.315569805', '6616724.640075353']"",""['50.95375857142857', '50.97435083333333', '50.95992125', '50.9741625']"",""['7.013701428571428', '6.950552500000001', '6.958385', '6.9569374999999996']"""
"1561947662,""['780760.8764654069', '773733.3565255495', '774611.1107104544', '774432.4429277312']"",""['6613107.114328015', '6616752.779229088', '6614206.652810511', '6616725.082050541']"",""['50.953695714285715', '50.97432166666666', '50.9599175', '50.974165']"",""['7.013694285714285', '6.950565', '6.95845', '6.9568449999999995']"""
"1561947663,""['780760.0813261869', '773734.7480191845', '774618.346477356', '774422.1458748329']"",""['6613096.006686425', '6616747.622849669', '6614205.990051217', '6616725.524025729']"",""['50.95363285714286', '50.9742925', '50.95991375', '50.9741675']"",""['7.013687142857143', '6.9505775', '6.958515', '6.9567524999999995']"""
"1561947664,""['780759.2861869669', '773736.1395128194', '774625.5822442576', '774411.8488219345']"",""['6613084.899044834', '6616742.466470252', '6614205.327291924', '6616725.966000917']"",""['50.95357', '50.97426333333333', '50.95991', '50.97417']"",""['7.01368', '6.95059', '6.95858', '6.956659999999999']"""
"1561947665,""['780759.4452148109', '773737.5310064543', '774639.4971806067', '774401.5517690361']"",""['6613079.092819492', '6616737.310090834', '6614204.664533057', '6616726.407976106']"",""['50.953537142857144', '50.97423416666666', '50.95990625', '50.974172499999995']"",""['7.013681428571428', '6.9506025000000005', '6.958705', '6.9565675']"""
"1561947666,""['780759.604242655', '773738.9225000892', '774653.4121169558', '774391.2547161378']"",""['6613073.2865941515', '6616732.153711417', '6614204.00177419', '6616726.849951293']"",""['50.95350428571428', '50.974205', '50.9599025', '50.974174999999995']"",""['7.013682857142857', '6.950615', '6.958830000000001', '6.956475']"""
"1561947667,""['780759.763270499', '773740.3139937241', '774667.327053305', '774380.9576632394']"",""['6613067.48036881', '6616726.997331999', '6614203.339015324', '6616727.291926482']"",""['50.953471428571426', '50.974175833333334', '50.95989875', '50.974177499999996']"",""['7.013684285714286', '6.9506274999999995', '6.9589550000000004', '6.9563825']"""
"1561947668,""['780759.9222983429', '773741.705487359', '774681.2419896543', '774370.660610341']"",""['6613061.674143468', '6616721.840952582', '6614202.676256457', '6616727.73390167']"",""['50.95343857142857', '50.97414666666666', '50.959895', '50.97418']"",""['7.013685714285715', '6.95064', '6.95908', '6.95629']"""
"1561947669,""['780760.0813261869', '773743.0969809939', '774695.1569260034', '774360.3635574427']"",""['6613055.867918126', '6616716.684573164', '6614202.013497591', '6616728.175876859']"",""['50.953405714285715', '50.9741175', '50.95989125', '50.9741825']"",""['7.013687142857143', '6.9506525', '6.959205', '6.9561975']"""
