tick,trip_no,lat,lng,step_to_next,mercato_x,mercato_y
1561947342.0,4,50.962,7.00423,7.0,779707.3169989706,6614574.713327127
1561947349.0,4,50.96211,7.00434,7.0,779719.5621429578,6614594.155157693
1561947350.0,1,50.92404,6.92712,10.0,771123.4710639012,6607868.261155783
1561947354.0,5,50.92774,6.95316,13.0,774022.230604158,6608521.705121503
1561947356.0,4,50.96205,7.00449,7.0,779736.2600665768,6614583.5505171325
1561947360.0,1,50.92394,6.92674,10.0,771081.1696573998,6607850.60122934
1561947363.0,4,50.96198,7.00448,7.0,779735.1468716689,6614571.178453788
1561947367.0,5,50.92806,6.9524,13.0,773937.6277911551,6608578.221636129
1561947370.0,1,50.92356,6.92561,10.0,770955.3786328033,6607783.49385505
1561947370.0,4,50.96127,7.00407,7.0,779689.5058804435,6614445.691436094
1561947377.0,4,50.96119,7.00453,7.0,779740.7128462085,6614431.552174033
1561947380.0,1,50.92311,6.92421,10.0,770799.5313456928,6607704.025304889
1561947380.0,5,50.92813,6.95225,13.0,773920.9298675363,6608590.584675528
1561947384.0,4,50.96109,7.00506,7.0,779799.712176329,6614413.878130683
1561947390.0,1,50.92282,6.9234,10.0,770709.3625581502,6607652.8126465175
1561947391.0,4,50.961,7.0051,7.0,779804.1649559606,6614397.971524196
1561947393.0,5,50.92857,6.95097,13.0,773778.4409193208,6608668.295634915
1561947398.0,4,50.96093,7.00504,7.0,779797.4857865131,6614385.599740453
1561947400.0,1,50.92269,6.92306,10.0,770671.5139312806,6607629.855351558
1561947405.0,4,50.96083,7.00501,7.0,779794.1462017894,6614367.925796012
1561947406.0,5,50.92881,6.95022,13.0,773694.9513012258,6608710.683740773
1561947410.0,1,50.92242,6.92233,10.0,770590.2507030014,6607582.175020841
1561947412.0,4,50.9607,7.00518,7.0,779813.0705152241,6614344.949725105
1561947419.0,4,50.96035,7.00547,7.0,779845.3531675542,6614283.09139219
1561947419.0,5,50.9288,6.95018,13.0,773690.4985215941,6608708.917565325
1561947420.0,1,50.92224,6.92181,10.0,770532.3645677889,6607550.3882874185
1561947420.0,6,50.98433,6.94733,12.0,773373.2379728333,6618522.349105438
1561947426.0,4,50.96001,7.00572,7.0,779873.1830402525,6614223.00088641
1561947430.0,1,50.92197,6.92101,10.0,770443.3089751543,6607502.708417865
1561947432.0,5,50.92877,6.95015,13.0,773687.1589368703,6608703.619041273
1561947432.0,6,50.98406,6.94752,12.0,773394.388676084,6618474.605493377
1561947433.0,4,50.95913,7.00631,7.0,779938.8615398206,6614067.474560345
1561947440.0,1,50.92147,6.91968,10.0,770295.2540523992,6607414.413093768
1561947440.0,4,50.95877,7.00649,7.0,779958.8990481633,6614003.851003194
1561947444.0,6,50.98404,6.94747,12.0,773388.8227015444,6618471.068940566
1561947445.0,5,50.92896,6.94974,13.0,773641.5179456451,6608737.1764179915
1561947447.0,4,50.9583,7.0067,7.0,779982.27614123,6613920.787656561
1561947450.0,1,50.92128,6.91907,10.0,770227.3491630154,6607380.861119402
1561947454.0,4,50.95813,7.00676,7.0,779988.9553106775,6613890.743674257
1561947456.0,6,50.98402,6.94741,12.0,773382.1435320968,6618467.5323892785
1561947458.0,5,50.92945,6.95042,13.0,773717.2151993846,6608823.7197589595
1561947460.0,1,50.92055,6.91636,10.0,769925.6733429655,6607251.952176558
1561947461.0,4,50.95796,7.00678,7.0,779991.1817004934,6613860.699801876
1561947468.0,4,50.95785,7.00678,7.0,779991.1817004934,6613841.2597077275
1561947468.0,6,50.98394,6.94747,12.0,773388.8227015444,6618453.386199365
1561947470.0,1,50.92037,6.91563,10.0,769844.4101146865,6607220.1667206595
1561947471.0,5,50.9299,6.95106,13.0,773788.4596734922,6608903.199140491
1561947475.0,4,50.95776,7.00673,7.0,779985.6157259537,6613825.354210381
1561947480.0,6,50.98375,6.94758,12.0,773401.0678455316,6618419.789096029
1561947480.0,7,50.95083,6.95846,8.0,774612.2239053623,6612600.723414703
1561947482.0,4,50.95767,7.00669,7.0,779981.162946322,6613809.448743841
1561947484.0,5,50.92963,6.95152,13.0,773839.6666392571,6608855.511419302
1561947488.0,7,50.95084,6.9576,8.0,774516.4891432802,6612602.490427149
1561947489.0,4,50.95761,7.00669,7.0,779981.162946322,6613798.845116594
1561947492.0,6,50.98356,6.94765,12.0,773408.8602098871,6618386.192130192
1561947496.0,4,50.95757,7.00671,7.0,779983.3893361379,6613791.77603937
1561947496.0,7,50.95094,6.95757,8.0,774513.1495585564,6612620.160572522
1561947503.0,4,50.95714,7.00721,7.0,780039.0490815345,6613715.783843531
1561947504.0,6,50.98322,6.94769,12.0,773413.3129895187,6618326.07158714
1561947504.0,7,50.95093,6.95744,8.0,774498.6780247533,6612618.393556276
1561947510.0,4,50.95708,7.0074,7.0,780060.1997847852,6613705.180337226
1561947512.0,7,50.951,6.95723,8.0,774475.3009316867,6612630.762678
1561947516.0,6,50.98178,6.94783,12.0,773428.8977182299,6618071.448286088
